species,pic_id,original_filename,local_filename,url,family,in_miyazawa,download_status,file_size
Forcipiger flavissimus,86326,86326AF.jpg,Forcipiger_flavissimus_FishPix_86326.jpg,https://fishpix.kahaku.go.jp/photos/NR0086/86326AF.jpg,Chaetodontidae,no,success,54677
Forcipiger flavissimus,86327,86327AF.jpg,Forcipiger_flavissimus_FishPix_86327.jpg,https://fishpix.kahaku.go.jp/photos/NR0086/86327AF.jpg,Chaetodontidae,no,success,97091
Forcipiger flavissimus,86328,86328AF.jpg,Forcipiger_flavissimus_FishPix_86328.jpg,https://fishpix.kahaku.go.jp/photos/NR0086/86328AF.jpg,Chaetodontidae,no,success,62603
Forcipiger flavissimus,86329,86329AF.jpg,Forcipiger_flavissimus_FishPix_86329.jpg,https://fishpix.kahaku.go.jp/photos/NR0086/86329AF.jpg,Chaetodontidae,no,success,38170
Forcipiger flavissimus,86330,86330AF.jpg,Forcipiger_flavissimus_FishPix_86330.jpg,https://fishpix.kahaku.go.jp/photos/NR0086/86330AF.jpg,Chaetodontidae,no,success,50583
Unknown,86331,86331AF.jpg,Unknown_FishPix_86331.jpg,https://fishpix.kahaku.go.jp/photos/NR0086/86331AF.jpg,Chaetodontidae,no,success,35306
Unknown,86332,86332AF.jpg,Unknown_FishPix_86332.jpg,https://fishpix.kahaku.go.jp/photos/NR0086/86332AF.jpg,Chaetodontidae,no,success,30672
Coradion altivelis,86333,86333AF.jpg,Coradion_altivelis_FishPix_86333.jpg,https://fishpix.kahaku.go.jp/photos/NR0086/86333AF.jpg,Chaetodontidae,no,success,78542
Coradion altivelis,86334,86334AF.jpg,Coradion_altivelis_FishPix_86334.jpg,https://fishpix.kahaku.go.jp/photos/NR0086/86334AF.jpg,Chaetodontidae,no,success,43801
Coradion altivelis,86335,86335AF.jpg,Coradion_altivelis_FishPix_86335.jpg,https://fishpix.kahaku.go.jp/photos/NR0086/86335AF.jpg,Chaetodontidae,no,success,47699
Chaetodon ephippium,86336,86336AF.jpg,Chaetodon_ephippium_FishPix_86336.jpg,https://fishpix.kahaku.go.jp/photos/NR0086/86336AF.jpg,Chaetodontidae,no,success,45898
Chaetodon plebeius,86337,86337AF.jpg,Chaetodon_plebeius_FishPix_86337.jpg,https://fishpix.kahaku.go.jp/photos/NR0086/86337AF.jpg,Chaetodontidae,no,success,69604
Chaetodon bennetti,86338,86338AF.jpg,Chaetodon_bennetti_FishPix_86338.jpg,https://fishpix.kahaku.go.jp/photos/NR0086/86338AF.jpg,Chaetodontidae,no,success,42076
Chaetodon speculum,86339,86339AF.jpg,Chaetodon_speculum_FishPix_86339.jpg,https://fishpix.kahaku.go.jp/photos/NR0086/86339AF.jpg,Chaetodontidae,no,success,71944
Chaetodon vagabundus,86340,86340AF.jpg,Chaetodon_vagabundus_FishPix_86340.jpg,https://fishpix.kahaku.go.jp/photos/NR0086/86340AF.jpg,Chaetodontidae,no,success,85248
Chaetodon vagabundus,86341,86341AF.jpg,Chaetodon_vagabundus_FishPix_86341.jpg,https://fishpix.kahaku.go.jp/photos/NR0086/86341AF.jpg,Chaetodontidae,no,success,74198
Chaetodon vagabundus,86342,86342AF.jpg,Chaetodon_vagabundus_FishPix_86342.jpg,https://fishpix.kahaku.go.jp/photos/NR0086/86342AF.jpg,Chaetodontidae,no,success,66888
Chaetodon vagabundus,86343,86343AF.jpg,Chaetodon_vagabundus_FishPix_86343.jpg,https://fishpix.kahaku.go.jp/photos/NR0086/86343AF.jpg,Chaetodontidae,no,success,77944
Chaetodon ornatissimus,86344,86344AF.jpg,Chaetodon_ornatissimus_FishPix_86344.jpg,https://fishpix.kahaku.go.jp/photos/NR0086/86344AF.jpg,Chaetodontidae,no,success,68736
Chaetodon auripes,86345,86345AF.jpg,Chaetodon_auripes_FishPix_86345.jpg,https://fishpix.kahaku.go.jp/photos/NR0086/86345AF.jpg,Chaetodontidae,no,success,55771
Chaetodon auripes,86347,86347AF.jpg,Chaetodon_auripes_FishPix_86347.jpg,https://fishpix.kahaku.go.jp/photos/NR0086/86347AF.jpg,Chaetodontidae,no,success,44870
Chaetodon auripes,86348,86348AF.jpg,Chaetodon_auripes_FishPix_86348.jpg,https://fishpix.kahaku.go.jp/photos/NR0086/86348AF.jpg,Chaetodontidae,no,success,85956
Chaetodon auripes,86349,86349AF.jpg,Chaetodon_auripes_FishPix_86349.jpg,https://fishpix.kahaku.go.jp/photos/NR0086/86349AF.jpg,Chaetodontidae,no,success,78744
Chaetodon kleinii,86350,86350AF.jpg,Chaetodon_kleinii_FishPix_86350.jpg,https://fishpix.kahaku.go.jp/photos/NR0086/86350AF.jpg,Chaetodontidae,no,success,71613
Chaetodon kleinii,86351,86351AF.jpg,Chaetodon_kleinii_FishPix_86351.jpg,https://fishpix.kahaku.go.jp/photos/NR0086/86351AF.jpg,Chaetodontidae,no,success,65154
Chaetodon guentheri,86352,86352AF.jpg,Chaetodon_guentheri_FishPix_86352.jpg,https://fishpix.kahaku.go.jp/photos/NR0086/86352AF.jpg,Chaetodontidae,no,success,80111
Chaetodon guentheri,86353,86353AF.jpg,Chaetodon_guentheri_FishPix_86353.jpg,https://fishpix.kahaku.go.jp/photos/NR0086/86353AF.jpg,Chaetodontidae,no,success,34258
Chaetodon nippon,86354,86354AF.jpg,Chaetodon_nippon_FishPix_86354.jpg,https://fishpix.kahaku.go.jp/photos/NR0086/86354AF.jpg,Chaetodontidae,no,success,36737
Chaetodon nippon,86355,86355AF.jpg,Chaetodon_nippon_FishPix_86355.jpg,https://fishpix.kahaku.go.jp/photos/NR0086/86355AF.jpg,Chaetodontidae,no,success,63656
Chaetodon nippon,86356,86356AF.jpg,Chaetodon_nippon_FishPix_86356.jpg,https://fishpix.kahaku.go.jp/photos/NR0086/86356AF.jpg,Chaetodontidae,no,success,60261
Chaetodon nippon,86357,86357AF.jpg,Chaetodon_nippon_FishPix_86357.jpg,https://fishpix.kahaku.go.jp/photos/NR0086/86357AF.jpg,Chaetodontidae,no,success,54223
Chaetodon nippon,86358,86358AF.jpg,Chaetodon_nippon_FishPix_86358.jpg,https://fishpix.kahaku.go.jp/photos/NR0086/86358AF.jpg,Chaetodontidae,no,success,48636
Chaetodon auripes,8666,8666AF.jpg,Chaetodon_auripes_FishPix_8666.jpg,https://fishpix.kahaku.go.jp/photos/NR0008/8666AF.jpg,Chaetodontidae,no,success,44032
Heniochus diphreutes,8671,8671AF.jpg,Heniochus_diphreutes_FishPix_8671.jpg,https://fishpix.kahaku.go.jp/photos/NR0008/8671AF.jpg,Chaetodontidae,no,success,32768
Chaetodon nippon,8687,8687AF.jpg,Chaetodon_nippon_FishPix_8687.jpg,https://fishpix.kahaku.go.jp/photos/NR0008/8687AF.jpg,Chaetodontidae,no,success,25600
Heniochus diphreutes,86995,86995AF.jpg,Heniochus_diphreutes_FishPix_86995.jpg,https://fishpix.kahaku.go.jp/photos/NR0086/86995AF.jpg,Chaetodontidae,no,success,58535
Chaetodon nippon,87024,87024AF.jpg,Chaetodon_nippon_FishPix_87024.jpg,https://fishpix.kahaku.go.jp/photos/NR0087/87024AF.jpg,Chaetodontidae,no,success,83760
Chaetodon lunulatus,87117,87117AF.jpg,Chaetodon_lunulatus_FishPix_87117.jpg,https://fishpix.kahaku.go.jp/photos/NR0087/87117AF.jpg,Chaetodontidae,no,success,57247
Forcipiger flavissimus,87157,87157AF.jpg,Forcipiger_flavissimus_FishPix_87157.jpg,https://fishpix.kahaku.go.jp/photos/NR0087/87157AF.jpg,Chaetodontidae,no,success,57399
Temminck et,8716,8716AF.jpg,Temminck_et_FishPix_8716.jpg,https://fishpix.kahaku.go.jp/photos/NR0008/8716AF.jpg,Chaetodontidae,no,success,29696
Unknown,87197,87197AF.jpg,Unknown_FishPix_87197.jpg,https://fishpix.kahaku.go.jp/photos/NR0087/87197AF.jpg,Chaetodontidae,no,success,59857
Chaetodon melannotus,87221,87221AF.jpg,Chaetodon_melannotus_FishPix_87221.jpg,https://fishpix.kahaku.go.jp/photos/NR0087/87221AF.jpg,Chaetodontidae,no,success,53044
Chaetodon ornatissimus,87245,87245AF.jpg,Chaetodon_ornatissimus_FishPix_87245.jpg,https://fishpix.kahaku.go.jp/photos/NR0087/87245AF.jpg,Chaetodontidae,no,success,65217
