species,pic_id,original_filename,local_filename,url,family,in_miyazawa,download_status,file_size
Chaetodon auripes,1251,1251AF.jpg,Chaetodon_auripes_FishPix_1251.jpg,https://fishpix.kahaku.go.jp/photos/NR0001/1251AF.jpg,Chaetodontidae,no,success,19456
Unknown,12716,12716AF.jpg,Unknown_FishPix_12716.jpg,https://fishpix.kahaku.go.jp/photos/NR0012/12716AF.jpg,Chaetodontidae,no,success,22528
Chaetodon baronessa,12747,12747AF.jpg,Chaetodon_baronessa_FishPix_12747.jpg,https://fishpix.kahaku.go.jp/photos/NR0012/12747AF.jpg,Chaetodontidae,no,success,30720
Heniochus diphreutes,12773,12773AF.jpg,Heniochus_diphreutes_FishPix_12773.jpg,https://fishpix.kahaku.go.jp/photos/NR0012/12773AF.jpg,Chaetodontidae,no,success,89445
Chaetodon auriga,12980,12980AF.jpg,Chaetodon_auriga_FishPix_12980.jpg,https://fishpix.kahaku.go.jp/photos/NR0012/12980AF.jpg,Chaetodontidae,no,success,131410
Chaetodon xanthurus,13034,13034AF.jpg,Chaetodon_xanthurus_FishPix_13034.jpg,https://fishpix.kahaku.go.jp/photos/NR0013/13034AF.jpg,Chaetodontidae,yes,success,202127
Unknown,13050,13050AF.jpg,Unknown_FishPix_13050.jpg,https://fishpix.kahaku.go.jp/photos/NR0013/13050AF.jpg,Chaetodontidae,no,success,112398
Chaetodon daedalma,13089,13089AF.jpg,Chaetodon_daedalma_FishPix_13089.jpg,https://fishpix.kahaku.go.jp/photos/NR0013/13089AF.jpg,Chaetodontidae,no,success,173921
Heniochus diphreutes,13101,13101AF.jpg,Heniochus_diphreutes_FishPix_13101.jpg,https://fishpix.kahaku.go.jp/photos/NR0013/13101AF.jpg,Chaetodontidae,no,success,112628
Chaetodon citrinellus,131830,131830AF.jpg,Chaetodon_citrinellus_FishPix_131830.jpg,https://fishpix.kahaku.go.jp/photos/NR0131/131830AF.jpg,Chaetodontidae,no,success,131977
Chaetodon citrinellus,131831,131831AF.jpg,Chaetodon_citrinellus_FishPix_131831.jpg,https://fishpix.kahaku.go.jp/photos/NR0131/131831AF.jpg,Chaetodontidae,no,success,135938
Chaetodon vagabundus,131836,131836AF.jpg,Chaetodon_vagabundus_FishPix_131836.jpg,https://fishpix.kahaku.go.jp/photos/NR0131/131836AF.jpg,Chaetodontidae,no,success,127552
Chaetodon vagabundus,131837,131837AF.jpg,Chaetodon_vagabundus_FishPix_131837.jpg,https://fishpix.kahaku.go.jp/photos/NR0131/131837AF.jpg,Chaetodontidae,no,success,135998
Chaetodon daedalma,13207,13207AF.jpg,Chaetodon_daedalma_FishPix_13207.jpg,https://fishpix.kahaku.go.jp/photos/NR0013/13207AF.jpg,Chaetodontidae,no,success,162788
Chaetodon daedalma,13208,13208AF.jpg,Chaetodon_daedalma_FishPix_13208.jpg,https://fishpix.kahaku.go.jp/photos/NR0013/13208AF.jpg,Chaetodontidae,no,success,152331
Chaetodon collare,13259,13259AF.jpg,Chaetodon_collare_FishPix_13259.jpg,https://fishpix.kahaku.go.jp/photos/NR0013/13259AF.jpg,Chaetodontidae,no,success,199155
Unknown,13261,13261AF.jpg,Unknown_FishPix_13261.jpg,https://fishpix.kahaku.go.jp/photos/NR0013/13261AF.jpg,Chaetodontidae,no,success,168412
Heniochus pleurotaenia,13263,13263AF.jpg,Heniochus_pleurotaenia_FishPix_13263.jpg,https://fishpix.kahaku.go.jp/photos/NR0013/13263AF.jpg,Chaetodontidae,no,success,191390
Chaetodon xanthocephalus,13266,13266AF.jpg,Chaetodon_xanthocephalus_FishPix_13266.jpg,https://fishpix.kahaku.go.jp/photos/NR0013/13266AF.jpg,Chaetodontidae,no,success,43008
Chaetodon collare,13310,13310AF.jpg,Chaetodon_collare_FishPix_13310.jpg,https://fishpix.kahaku.go.jp/photos/NR0013/13310AF.jpg,Chaetodontidae,no,success,140222
Chaetodon bennetti,13315,13315AF.jpg,Chaetodon_bennetti_FishPix_13315.jpg,https://fishpix.kahaku.go.jp/photos/NR0013/13315AF.jpg,Chaetodontidae,no,success,154794
Heniochus pleurotaenia,13320,13320AF.jpg,Heniochus_pleurotaenia_FishPix_13320.jpg,https://fishpix.kahaku.go.jp/photos/NR0013/13320AF.jpg,Chaetodontidae,no,success,227830
Chaetodon xanthocephalus,13322,13322AF.jpg,Chaetodon_xanthocephalus_FishPix_13322.jpg,https://fishpix.kahaku.go.jp/photos/NR0013/13322AF.jpg,Chaetodontidae,no,success,31744
Chaetodon unimaculatus,13345,13345AF.jpg,Chaetodon_unimaculatus_FishPix_13345.jpg,https://fishpix.kahaku.go.jp/photos/NR0013/13345AF.jpg,Chaetodontidae,no,success,70218
Forcipiger flavissimus,13349,13349AF.jpg,Forcipiger_flavissimus_FishPix_13349.jpg,https://fishpix.kahaku.go.jp/photos/NR0013/13349AF.jpg,Chaetodontidae,no,success,27648
Unknown,13351,13351AF.jpg,Unknown_FishPix_13351.jpg,https://fishpix.kahaku.go.jp/photos/NR0013/13351AF.jpg,Chaetodontidae,no,success,14336
Chaetodon auriga,13352,13352AF.jpg,Chaetodon_auriga_FishPix_13352.jpg,https://fishpix.kahaku.go.jp/photos/NR0013/13352AF.jpg,Chaetodontidae,no,success,34816
Unknown,13374,13374AF.jpg,Unknown_FishPix_13374.jpg,https://fishpix.kahaku.go.jp/photos/NR0013/13374AF.jpg,Chaetodontidae,no,success,31744
Forcipiger flavissimus,13388,13388AF.jpg,Forcipiger_flavissimus_FishPix_13388.jpg,https://fishpix.kahaku.go.jp/photos/NR0013/13388AF.jpg,Chaetodontidae,no,success,41984
Chaetodon citrinellus,13404,13404AF.jpg,Chaetodon_citrinellus_FishPix_13404.jpg,https://fishpix.kahaku.go.jp/photos/NR0013/13404AF.jpg,Chaetodontidae,no,success,23552
Chaetodon kleinii,13411,13411AF.jpg,Chaetodon_kleinii_FishPix_13411.jpg,https://fishpix.kahaku.go.jp/photos/NR0013/13411AF.jpg,Chaetodontidae,no,success,18432
Chaetodon lineolatus,13412,13412AF.jpg,Chaetodon_lineolatus_FishPix_13412.jpg,https://fishpix.kahaku.go.jp/photos/NR0013/13412AF.jpg,Chaetodontidae,no,success,21504
Chaetodon plebeius,13426,13426AF.jpg,Chaetodon_plebeius_FishPix_13426.jpg,https://fishpix.kahaku.go.jp/photos/NR0013/13426AF.jpg,Chaetodontidae,no,success,39936
Chaetodon baronessa,13458,13458AF.jpg,Chaetodon_baronessa_FishPix_13458.jpg,https://fishpix.kahaku.go.jp/photos/NR0013/13458AF.jpg,Chaetodontidae,no,success,23552
Chaetodon kleinii,13470,13470AF.jpg,Chaetodon_kleinii_FishPix_13470.jpg,https://fishpix.kahaku.go.jp/photos/NR0013/13470AF.jpg,Chaetodontidae,no,success,57344
Heniochus chrysostomus,13486,13486AF.jpg,Heniochus_chrysostomus_FishPix_13486.jpg,https://fishpix.kahaku.go.jp/photos/NR0013/13486AF.jpg,Chaetodontidae,no,success,28672
Chaetodon auripes,13524,13524AF.jpg,Chaetodon_auripes_FishPix_13524.jpg,https://fishpix.kahaku.go.jp/photos/NR0013/13524AF.jpg,Chaetodontidae,no,success,16384
Temminck et,13759,13759AF.jpg,Temminck_et_FishPix_13759.jpg,https://fishpix.kahaku.go.jp/photos/NR0013/13759AF.jpg,Chaetodontidae,no,success,120964
Temminck et,13776,13776AF.jpg,Temminck_et_FishPix_13776.jpg,https://fishpix.kahaku.go.jp/photos/NR0013/13776AF.jpg,Chaetodontidae,no,success,115066
Temminck et,13810,13810AF.jpg,Temminck_et_FishPix_13810.jpg,https://fishpix.kahaku.go.jp/photos/NR0013/13810AF.jpg,Chaetodontidae,no,success,120984
Chaetodon nippon,13814,13814AF.jpg,Chaetodon_nippon_FishPix_13814.jpg,https://fishpix.kahaku.go.jp/photos/NR0013/13814AF.jpg,Chaetodontidae,no,success,186889
Chaetodon nippon,13839,13839AF.jpg,Chaetodon_nippon_FishPix_13839.jpg,https://fishpix.kahaku.go.jp/photos/NR0013/13839AF.jpg,Chaetodontidae,no,success,204068
Forcipiger flavissimus,13879,13879AF.jpg,Forcipiger_flavissimus_FishPix_13879.jpg,https://fishpix.kahaku.go.jp/photos/NR0013/13879AF.jpg,Chaetodontidae,no,success,126809
Chaetodon nippon,13889,13889AF.jpg,Chaetodon_nippon_FishPix_13889.jpg,https://fishpix.kahaku.go.jp/photos/NR0013/13889AF.jpg,Chaetodontidae,no,success,173576
Coradion altivelis,13891,13891AF.jpg,Coradion_altivelis_FishPix_13891.jpg,https://fishpix.kahaku.go.jp/photos/NR0013/13891AF.jpg,Chaetodontidae,no,success,163282
Chaetodon kleinii,13907,13907AF.jpg,Chaetodon_kleinii_FishPix_13907.jpg,https://fishpix.kahaku.go.jp/photos/NR0013/13907AF.jpg,Chaetodontidae,no,success,149181
Temminck et,13925,13925AF.jpg,Temminck_et_FishPix_13925.jpg,https://fishpix.kahaku.go.jp/photos/NR0013/13925AF.jpg,Chaetodontidae,no,success,131825
Coradion altivelis,13931,13931AF.jpg,Coradion_altivelis_FishPix_13931.jpg,https://fishpix.kahaku.go.jp/photos/NR0013/13931AF.jpg,Chaetodontidae,no,success,118572
Chaetodon nippon,13940,13940AF.jpg,Chaetodon_nippon_FishPix_13940.jpg,https://fishpix.kahaku.go.jp/photos/NR0013/13940AF.jpg,Chaetodontidae,no,success,158995
Coradion altivelis,13949,13949AF.jpg,Coradion_altivelis_FishPix_13949.jpg,https://fishpix.kahaku.go.jp/photos/NR0013/13949AF.jpg,Chaetodontidae,no,success,160767
Coradion altivelis,13964,13964AF.jpg,Coradion_altivelis_FishPix_13964.jpg,https://fishpix.kahaku.go.jp/photos/NR0013/13964AF.jpg,Chaetodontidae,no,success,107682
Coradion altivelis,13987,13987AF.jpg,Coradion_altivelis_FishPix_13987.jpg,https://fishpix.kahaku.go.jp/photos/NR0013/13987AF.jpg,Chaetodontidae,no,success,128912
Chaetodon punctatofasciatus,140009,140009AF.jpg,Chaetodon_punctatofasciatus_FishPix_140009.jpg,https://fishpix.kahaku.go.jp/photos/NR0140/140009AF.jpg,Chaetodontidae,no,success,214181
Chaetodon daedalma,140011,140011AF.jpg,Chaetodon_daedalma_FishPix_140011.jpg,https://fishpix.kahaku.go.jp/photos/NR0140/140011AF.jpg,Chaetodontidae,no,success,259936
Forcipiger flavissimus,140015,140015AF.jpg,Forcipiger_flavissimus_FishPix_140015.jpg,https://fishpix.kahaku.go.jp/photos/NR0140/140015AF.jpg,Chaetodontidae,no,success,192005
Chaetodon punctatofasciatus,140019,140019AF.jpg,Chaetodon_punctatofasciatus_FishPix_140019.jpg,https://fishpix.kahaku.go.jp/photos/NR0140/140019AF.jpg,Chaetodontidae,no,success,154835
Chaetodon daedalma,140026,140026AF.jpg,Chaetodon_daedalma_FishPix_140026.jpg,https://fishpix.kahaku.go.jp/photos/NR0140/140026AF.jpg,Chaetodontidae,no,success,273001
Chaetodon mertensii,140027,140027AF.jpg,Chaetodon_mertensii_FishPix_140027.jpg,https://fishpix.kahaku.go.jp/photos/NR0140/140027AF.jpg,Chaetodontidae,yes,success,307919
Chaetodon lineolatus,140119,140119AF.jpg,Chaetodon_lineolatus_FishPix_140119.jpg,https://fishpix.kahaku.go.jp/photos/NR0140/140119AF.jpg,Chaetodontidae,no,success,168549
Coradion altivelis,14012,14012AF.jpg,Coradion_altivelis_FishPix_14012.jpg,https://fishpix.kahaku.go.jp/photos/NR0014/14012AF.jpg,Chaetodontidae,no,success,136839
Chaetodon trifascialis,140138,140138AF.jpg,Chaetodon_trifascialis_FishPix_140138.jpg,https://fishpix.kahaku.go.jp/photos/NR0140/140138AF.jpg,Chaetodontidae,no,success,210112
Chaetodon daedalma,140158,140158AF.jpg,Chaetodon_daedalma_FishPix_140158.jpg,https://fishpix.kahaku.go.jp/photos/NR0140/140158AF.jpg,Chaetodontidae,no,success,277724
Chaetodon daedalma,140243,140243AF.jpg,Chaetodon_daedalma_FishPix_140243.jpg,https://fishpix.kahaku.go.jp/photos/NR0140/140243AF.jpg,Chaetodontidae,no,success,129555
Chaetodon daedalma,140247,140247AF.jpg,Chaetodon_daedalma_FishPix_140247.jpg,https://fishpix.kahaku.go.jp/photos/NR0140/140247AF.jpg,Chaetodontidae,no,success,231994
Chaetodon trifascialis,140260,140260AF.jpg,Chaetodon_trifascialis_FishPix_140260.jpg,https://fishpix.kahaku.go.jp/photos/NR0140/140260AF.jpg,Chaetodontidae,no,success,172663
Forcipiger flavissimus,140283,140283AF.jpg,Forcipiger_flavissimus_FishPix_140283.jpg,https://fishpix.kahaku.go.jp/photos/NR0140/140283AF.jpg,Chaetodontidae,no,success,118347
Chaetodon daedalma,140292,140292AF.jpg,Chaetodon_daedalma_FishPix_140292.jpg,https://fishpix.kahaku.go.jp/photos/NR0140/140292AF.jpg,Chaetodontidae,no,success,235751
Chaetodon daedalma,140293,140293AF.jpg,Chaetodon_daedalma_FishPix_140293.jpg,https://fishpix.kahaku.go.jp/photos/NR0140/140293AF.jpg,Chaetodontidae,no,success,304178
Chaetodon ornatissimus,140337,140337AF.jpg,Chaetodon_ornatissimus_FishPix_140337.jpg,https://fishpix.kahaku.go.jp/photos/NR0140/140337AF.jpg,Chaetodontidae,no,success,132468
Chaetodon ornatissimus,140338,140338AF.jpg,Chaetodon_ornatissimus_FishPix_140338.jpg,https://fishpix.kahaku.go.jp/photos/NR0140/140338AF.jpg,Chaetodontidae,no,success,155813
Chaetodon auriga,140339,140339AF.jpg,Chaetodon_auriga_FishPix_140339.jpg,https://fishpix.kahaku.go.jp/photos/NR0140/140339AF.jpg,Chaetodontidae,no,success,166642
Chaetodon trifascialis,140343,140343AF.jpg,Chaetodon_trifascialis_FishPix_140343.jpg,https://fishpix.kahaku.go.jp/photos/NR0140/140343AF.jpg,Chaetodontidae,no,success,174348
Chaetodon lunulatus,140393,140393AF.jpg,Chaetodon_lunulatus_FishPix_140393.jpg,https://fishpix.kahaku.go.jp/photos/NR0140/140393AF.jpg,Chaetodontidae,no,success,98771
Chaetodon daedalma,140396,140396AF.jpg,Chaetodon_daedalma_FishPix_140396.jpg,https://fishpix.kahaku.go.jp/photos/NR0140/140396AF.jpg,Chaetodontidae,no,success,225710
Chaetodon daedalma,140414,140414AF.jpg,Chaetodon_daedalma_FishPix_140414.jpg,https://fishpix.kahaku.go.jp/photos/NR0140/140414AF.jpg,Chaetodontidae,no,success,141094
Chaetodon daedalma,140422,140422AF.jpg,Chaetodon_daedalma_FishPix_140422.jpg,https://fishpix.kahaku.go.jp/photos/NR0140/140422AF.jpg,Chaetodontidae,no,success,159996
Chaetodon daedalma,140424,140424AF.jpg,Chaetodon_daedalma_FishPix_140424.jpg,https://fishpix.kahaku.go.jp/photos/NR0140/140424AF.jpg,Chaetodontidae,no,success,162105
Chaetodon daedalma,140432,140432AF.jpg,Chaetodon_daedalma_FishPix_140432.jpg,https://fishpix.kahaku.go.jp/photos/NR0140/140432AF.jpg,Chaetodontidae,no,success,202000
Chaetodon mertensii,140492,140492AF.jpg,Chaetodon_mertensii_FishPix_140492.jpg,https://fishpix.kahaku.go.jp/photos/NR0140/140492AF.jpg,Chaetodontidae,no,success,176612
Chaetodon punctatofasciatus,140514,140514AF.jpg,Chaetodon_punctatofasciatus_FishPix_140514.jpg,https://fishpix.kahaku.go.jp/photos/NR0140/140514AF.jpg,Chaetodontidae,no,success,155420
Chaetodon punctatofasciatus,140523,140523AF.jpg,Chaetodon_punctatofasciatus_FishPix_140523.jpg,https://fishpix.kahaku.go.jp/photos/NR0140/140523AF.jpg,Chaetodontidae,no,success,175597
Chaetodon trifascialis,140533,140533AF.jpg,Chaetodon_trifascialis_FishPix_140533.jpg,https://fishpix.kahaku.go.jp/photos/NR0140/140533AF.jpg,Chaetodontidae,yes,success,189904
Chaetodon trifascialis,140551,140551AF.jpg,Chaetodon_trifascialis_FishPix_140551.jpg,https://fishpix.kahaku.go.jp/photos/NR0140/140551AF.jpg,Chaetodontidae,no,success,174476
Chaetodon trifascialis,140552,140552AF.jpg,Chaetodon_trifascialis_FishPix_140552.jpg,https://fishpix.kahaku.go.jp/photos/NR0140/140552AF.jpg,Chaetodontidae,no,success,194912
Chaetodon daedalma,140579,140579AF.jpg,Chaetodon_daedalma_FishPix_140579.jpg,https://fishpix.kahaku.go.jp/photos/NR0140/140579AF.jpg,Chaetodontidae,yes,success,256830
Chaetodon auriga,140581,140581AF.jpg,Chaetodon_auriga_FishPix_140581.jpg,https://fishpix.kahaku.go.jp/photos/NR0140/140581AF.jpg,Chaetodontidae,no,success,151513
Chaetodon daedalma,140604,140604AF.jpg,Chaetodon_daedalma_FishPix_140604.jpg,https://fishpix.kahaku.go.jp/photos/NR0140/140604AF.jpg,Chaetodontidae,no,success,108535
Chaetodon auriga,140616,140616AF.jpg,Chaetodon_auriga_FishPix_140616.jpg,https://fishpix.kahaku.go.jp/photos/NR0140/140616AF.jpg,Chaetodontidae,no,success,87902
Chaetodon punctatofasciatus,140618,140618AF.jpg,Chaetodon_punctatofasciatus_FishPix_140618.jpg,https://fishpix.kahaku.go.jp/photos/NR0140/140618AF.jpg,Chaetodontidae,no,success,113604
Forcipiger flavissimus,140623,140623AF.jpg,Forcipiger_flavissimus_FishPix_140623.jpg,https://fishpix.kahaku.go.jp/photos/NR0140/140623AF.jpg,Chaetodontidae,no,success,124678
Forcipiger flavissimus,140626,140626AF.jpg,Forcipiger_flavissimus_FishPix_140626.jpg,https://fishpix.kahaku.go.jp/photos/NR0140/140626AF.jpg,Chaetodontidae,no,success,105280
Chaetodon mertensii,140627,140627AF.jpg,Chaetodon_mertensii_FishPix_140627.jpg,https://fishpix.kahaku.go.jp/photos/NR0140/140627AF.jpg,Chaetodontidae,no,success,99544
Chaetodon trifascialis,140632,140632AF.jpg,Chaetodon_trifascialis_FishPix_140632.jpg,https://fishpix.kahaku.go.jp/photos/NR0140/140632AF.jpg,Chaetodontidae,no,success,123462
Chaetodon punctatofasciatus,140634,140634AF.jpg,Chaetodon_punctatofasciatus_FishPix_140634.jpg,https://fishpix.kahaku.go.jp/photos/NR0140/140634AF.jpg,Chaetodontidae,no,success,145936
Chaetodon punctatofasciatus,140653,140653AF.jpg,Chaetodon_punctatofasciatus_FishPix_140653.jpg,https://fishpix.kahaku.go.jp/photos/NR0140/140653AF.jpg,Chaetodontidae,no,success,170018
Chaetodon auripes,140654,140654AF.jpg,Chaetodon_auripes_FishPix_140654.jpg,https://fishpix.kahaku.go.jp/photos/NR0140/140654AF.jpg,Chaetodontidae,no,success,127805
Chaetodon daedalma,140659,140659AF.jpg,Chaetodon_daedalma_FishPix_140659.jpg,https://fishpix.kahaku.go.jp/photos/NR0140/140659AF.jpg,Chaetodontidae,no,success,143420
Chaetodon daedalma,140683,140683AF.jpg,Chaetodon_daedalma_FishPix_140683.jpg,https://fishpix.kahaku.go.jp/photos/NR0140/140683AF.jpg,Chaetodontidae,no,success,215490
Chaetodon daedalma,140695,140695AF.jpg,Chaetodon_daedalma_FishPix_140695.jpg,https://fishpix.kahaku.go.jp/photos/NR0140/140695AF.jpg,Chaetodontidae,no,success,197138
Chaetodon ulietensis,140697,140697AF.jpg,Chaetodon_ulietensis_FishPix_140697.jpg,https://fishpix.kahaku.go.jp/photos/NR0140/140697AF.jpg,Chaetodontidae,no,success,86873
Chaetodon auripes,14070,14070AF.jpg,Chaetodon_auripes_FishPix_14070.jpg,https://fishpix.kahaku.go.jp/photos/NR0014/14070AF.jpg,Chaetodontidae,no,success,121042
Chaetodon lunulatus,140704,140704AF.jpg,Chaetodon_lunulatus_FishPix_140704.jpg,https://fishpix.kahaku.go.jp/photos/NR0140/140704AF.jpg,Chaetodontidae,yes,success,96426
Chaetodon trifascialis,140713,140713AF.jpg,Chaetodon_trifascialis_FishPix_140713.jpg,https://fishpix.kahaku.go.jp/photos/NR0140/140713AF.jpg,Chaetodontidae,no,success,194299
Chaetodon punctatofasciatus,140723,140723AF.jpg,Chaetodon_punctatofasciatus_FishPix_140723.jpg,https://fishpix.kahaku.go.jp/photos/NR0140/140723AF.jpg,Chaetodontidae,no,success,122198
Chaetodon auriga,14073,14073AF.jpg,Chaetodon_auriga_FishPix_14073.jpg,https://fishpix.kahaku.go.jp/photos/NR0014/14073AF.jpg,Chaetodontidae,no,success,127498
Chaetodon lunulatus,140752,140752AF.jpg,Chaetodon_lunulatus_FishPix_140752.jpg,https://fishpix.kahaku.go.jp/photos/NR0140/140752AF.jpg,Chaetodontidae,no,success,120214
Chaetodon auripes,140765,140765AF.jpg,Chaetodon_auripes_FishPix_140765.jpg,https://fishpix.kahaku.go.jp/photos/NR0140/140765AF.jpg,Chaetodontidae,yes,success,195853
Forcipiger flavissimus,140776,140776AF.jpg,Forcipiger_flavissimus_FishPix_140776.jpg,https://fishpix.kahaku.go.jp/photos/NR0140/140776AF.jpg,Chaetodontidae,no,success,130735
Chaetodon lineolatus,140792,140792AF.jpg,Chaetodon_lineolatus_FishPix_140792.jpg,https://fishpix.kahaku.go.jp/photos/NR0140/140792AF.jpg,Chaetodontidae,yes,success,97557
Chaetodon punctatofasciatus,140804,140804AF.jpg,Chaetodon_punctatofasciatus_FishPix_140804.jpg,https://fishpix.kahaku.go.jp/photos/NR0140/140804AF.jpg,Chaetodontidae,no,success,113579
Chaetodon daedalma,140817,140817AF.jpg,Chaetodon_daedalma_FishPix_140817.jpg,https://fishpix.kahaku.go.jp/photos/NR0140/140817AF.jpg,Chaetodontidae,no,success,277655
Chaetodon auripes,14086,14086AF.jpg,Chaetodon_auripes_FishPix_14086.jpg,https://fishpix.kahaku.go.jp/photos/NR0014/14086AF.jpg,Chaetodontidae,no,success,140895
Chaetodon auriga,14087,14087AF.jpg,Chaetodon_auriga_FishPix_14087.jpg,https://fishpix.kahaku.go.jp/photos/NR0014/14087AF.jpg,Chaetodontidae,no,success,142122
Chaetodon daedalma,140878,140878AF.jpg,Chaetodon_daedalma_FishPix_140878.jpg,https://fishpix.kahaku.go.jp/photos/NR0140/140878AF.jpg,Chaetodontidae,no,success,183907
Chaetodon flavirostris,140897,140897AF.jpg,Chaetodon_flavirostris_FishPix_140897.jpg,https://fishpix.kahaku.go.jp/photos/NR0140/140897AF.jpg,Chaetodontidae,no,success,72945
Chaetodon flavirostris,140898,140898AF.jpg,Chaetodon_flavirostris_FishPix_140898.jpg,https://fishpix.kahaku.go.jp/photos/NR0140/140898AF.jpg,Chaetodontidae,no,success,90684
Chaetodon rainfordi,140899,140899AF.jpg,Chaetodon_rainfordi_FishPix_140899.jpg,https://fishpix.kahaku.go.jp/photos/NR0140/140899AF.jpg,Chaetodontidae,no,success,106570
Chaetodon rainfordi,140900,140900AF.jpg,Chaetodon_rainfordi_FishPix_140900.jpg,https://fishpix.kahaku.go.jp/photos/NR0140/140900AF.jpg,Chaetodontidae,no,success,91696
Chaetodon multicinctus,140909,140909AF.jpg,Chaetodon_multicinctus_FishPix_140909.jpg,https://fishpix.kahaku.go.jp/photos/NR0140/140909AF.jpg,Chaetodontidae,no,success,79007
Chaetodon collare,140916,140916AF.jpg,Chaetodon_collare_FishPix_140916.jpg,https://fishpix.kahaku.go.jp/photos/NR0140/140916AF.jpg,Chaetodontidae,no,success,120260
Unknown,140917,140917AF.jpg,Unknown_FishPix_140917.jpg,https://fishpix.kahaku.go.jp/photos/NR0140/140917AF.jpg,Chaetodontidae,no,success,84461
Heniochus diphreutes,140919,140919AF.jpg,Heniochus_diphreutes_FishPix_140919.jpg,https://fishpix.kahaku.go.jp/photos/NR0140/140919AF.jpg,Chaetodontidae,no,success,106982
Chaetodon xanthocephalus,140921,140921AF.jpg,Chaetodon_xanthocephalus_FishPix_140921.jpg,https://fishpix.kahaku.go.jp/photos/NR0140/140921AF.jpg,Chaetodontidae,no,success,101912
Chaetodon falcula,140925,140925AF.jpg,Chaetodon_falcula_FishPix_140925.jpg,https://fishpix.kahaku.go.jp/photos/NR0140/140925AF.jpg,Chaetodontidae,no,success,75873
Chaetodon andamanensis,140927,140927AF.jpg,Chaetodon_andamanensis_FishPix_140927.jpg,https://fishpix.kahaku.go.jp/photos/NR0140/140927AF.jpg,Chaetodontidae,no,success,91628
Chaetodon madagaskariensis,140929,140929AF.jpg,Chaetodon_madagaskariensis_FishPix_140929.jpg,https://fishpix.kahaku.go.jp/photos/NR0140/140929AF.jpg,Chaetodontidae,no,success,79829
Chaetodon adiergastos,140951,140951AF.jpg,Chaetodon_adiergastos_FishPix_140951.jpg,https://fishpix.kahaku.go.jp/photos/NR0140/140951AF.jpg,Chaetodontidae,no,success,58517
Unknown,140962,140962AF.jpg,Unknown_FishPix_140962.jpg,https://fishpix.kahaku.go.jp/photos/NR0140/140962AF.jpg,Chaetodontidae,no,success,139498
